,sentence,classification,tokens
469,배에서 꾸르륵소리가 많이나고요.,d11,배 에서 꾸르륵 소리 가 많다
195,7시에 저녁을 먹고 11시쯤 잠자리에 드는데 다음날 7시쯤 양치하다가도 전날 먹은게 올라오려고도 하구요.,d11,7시 에 저녁 을 먹다 11시 쯤 잠자리 에 들다 다음 날 7시 쯤 양치 하다 전날 먹다   올라오다 하다
510,장에서 소리도 심하게 나구요.,d11,장 에서 소리 도 심하다 나다
600,배를 누르면 딱딱할때도 있고 아니면 팽창한것처럼 될때도 있고 윗배가 좀 아프기도하고 그래요 위염인것같기도하고,d11,배 를 누르다 딱딱하다 때 도 있다 아니다 팽창 한 것 처럼 되다 때 도 있다 윗 배 가 좀 아프다 기도 하고 그렇다 위염 인 것 같다 기도 하고
353,심한경우엔 음식냄새만 맡고 토를하구요.,d11,심하다 경우 엔 음식 냄새 만 맡다 토 를 하다
708,그러다가 쭉 3년이 지나서 제가 지금 22살이거든요그 3년동안 병원을 한번도 안갔었는데최근들어서 가끔 피를 뱉기도하구요.,d11,그러다가 쭉 3년 이 지나다 제 가 지금 22 살다 그 3년 동안 병원 을 한번 도 안 가다 최근 들어서다 가끔 피 를 뱉다 하다
48,처음에는 화장실에 갔다가 벽에 머리를 부딪히는 소리에 엄마가 오셔서 깨워서 정신을 차렸구요.,d11,처음 에는 화장실 에 가다 벽 에 머리 를 부딪히다 소리 에 엄마 가 오다 깨우다 정신 을 차리다
591,바이러스성 장염을 걸렸었고 설사는 멈췄는데 배에서 소리가 지금까지 누워있을때 나고있고심하지는 않아요.,d11,바이러스 성 장염 을 걸리다 설사 는 멈추다 배 에서 소리 가 지금 까지 눕다 때 나다 고심 하 지는 않다
500,다이어트 중이여서 야채위주로 식사하구요.,d11,다이어트 중이 여서 야채 위주 로 식사 하다
820,그 후로 오래 걷거나 뛰면 무릎이 아파 움직이기 힘들기도 했고 가끔 아팠지만나이도 이십대고 일때문에 바빠서 병원을 안갔어요.,d11,그 후 로 오래 걷다 뛰다 무릎 이 아프다 움직이다 힘들다 기도 하다 가끔 아프다 나이 도 이십 대고 일 때문 에 바쁘다 병원 을 안 가다
781,근데 몇달이 지나고 나니 이제는 뚝 소리도 잘안나고 답답함만 더 합니다.,d11,근데 몇 달이 지나다 나니 이제 는 뚝 소리 도 잘알다 답답하다 더 하다
251,예전부터 머먹으면 배에서 물흘러가는소리가 나고 그랫는제 지금은 생활이불편할정도네요.,d11,예전 부터 머 먹다 배 에서 물 흘러가다 소리 가 나다 그랫는제 지금 은 생활 이 불편하다 정도 네 요
161,2016년도 부터 밥을 먹으면소화가 잘안되고 부글부글 끊는소리가배속에서 자주납니다.,d11,2016년 도 부터 밥 을 먹다 화가 잘 안되다 부글부글 끊다 소리 가 배속 에서 자주 나다
495,시간에 맞춰서 앉아있진 않지만 식후 변 신호가 없어도 변기대에 앉아있는게 좋다고 해서 좌욕겸 5분 동안 앉아있기도 하고 물도 하루 8잔 이상 마시려고 노력 하고 있는데 정말이지 변비가 나을 기미가 안보이네요.,d11,시간 에 맞추다 앉다 않다   식후 변 신호 가 없다 변기 대 에 앉다 좋다 하다   좌욕겸 5분 동안 앉다 기도 하다   물 도 하루 8 잔 이상 말다 노력 하다 있다   정말 이지 변비 가 나다 기미 가 안 보이다
635,혼합수유하구요.,d11,혼합 수유 하다
394,",배에서는 계속 꼬르륵 소리가 나고,제가 요즘 다이어트 때문에 밥의 양을 줄였거든요 운동도 꾸준히 했고요.",d11,배 에서는 계속 꼬르륵 소리 가 나다 제 가 요즘 다이어트 때문 에 밥 의 양 을 줄이다 운동 도 꾸준하다 하다
724,근데 이상하게도 장에서 소리가 나던게 좋아지니깐 위에서 소리가 나더라고요.,d11,근데 이상하다 장 에서 소리 가 나다 좋아지다 위 에서 소리 가 나다
245,진짜 해도 시원하지 않고 소리도 크고 안에서 부터 올라오는 트림이다 보니입 밖으로 나오는 소리가 큰게 아니라 안에서 소리가 크네요.,d11,진짜 해도 시원하다 않다 소리 도 크다 안 에서 부터 올라오다 트림 이다 보다 입 밖 으로 나오다 소리 가 크다 아니다 안 에서 소리 가 크다
561,3 배는아팠다 안아팠다하고 차갑기도하고 배탈인가요?,d11,3 배다 아프다 안 아프다 차갑다 기도 하고 배탈 인가요
664,어쩌다 함씩 빨갛기도하구요.,d11,어쩌다 함 씩 빨갛다 기도 하다
132,또 변을 본뒤 20~30분 후에 변이 항문에서 조금 흘러나오는 때도 있다고 하구요.,d11,또 변 을 본 뒤 20~30분 후 에 변 이 항문 에서 조금 흘러나오다 때 도 있다 하다
666,저희 아버지가 술을 좋아하시는데 간이 전부터 안좋다는 소리를 들으셔도 계속 드시더라고요.,d11,저희 아버지 가 술 을 좋아하다 간이 전 부터 안좋다 소리 를 들다 계속 들다
732,",우리 집 가장이시고 또 돌아가시면 슬프기도 슬프지만 당장 돈이 그렇게 많이 없으셔서,저는 어려서 알바할 나이가 안되고 우울함",d11,우리 집 가장 이시고 또 돌아가다 슬프다 기도 슬프다 당장 돈 이 그렇게 많이 없다 저 는 어리다 알바 하다 나이 가 안되다 우울함
586,만지면 물차있는지 소리나고 그래요 자주 물설사를 하구요.,d11,만 지면 물 차다 소 리나 고 그렇다 자주 물 설사 를 하다
156,설사 도 가끔 누기도 합니다.,d11,설사 도 가끔 누 기도 하다
796,음식을 먹으면 자주 토하구요.,d11,음식 을 먹다 자주 토 하다
605,꼬르룩 소리가 난지 몇년 된거 같아요.,d11,꼬르룩 소리 가 난 지 몇 년 된거 같다
829,명치부근이 답답하고 가스가 계속 나오고 속이 더부룩합니다.,d11,명치 부근 이 답답하다 가스 가 계속 나오다 속이다 더부룩하다
391,추운날 나가 놀아서 그런지 감기가걸렸는데여 첫번째날은 몸살기랑 콧물만 나더니 그날밤 배에서 계속 꾸르륵소리나고 속도않좋은 거에요 그래서 화장실을 갔는데 설사도 하고 구토도 했습니다.,d11,추다 날 나가다 놀다 그렇다 감기 가 걸리다 여   첫 번째 날 은 몸 살기 랑 콧물 만 나다   그날 밤 배 에서 계속 꾸르륵 소 리나 고 속도 않다 좋다 거 에요   그래서 화장실 을 가다 설사 도 하다 구토 도 하다
699,두 번째 사진처럼손톱에 검은 점이 생기거나껍질 같은 게 벗겨지기도 해요.,d11,두 번째 사진 처럼 손톱 에 검다 점 이 생기다 껍질 같다 게 벗겨지다 기도 해 요
39,항문이 따끔거리고가끔식 앞이 노래지기도 하구요.,d11,항문 이 따끔 거리 고 가끔 식 앞 이 노래 지 기도 하다
844,머리도 아프고 학교 6교시에 자다가 일어났는데 오늘따라 유난히 가스가 차서 계속 일부러 트림하고 병원갈힘도 없네요.,d11,머리 도 아프다 학교 6 교시 에 자다 일어나다 오늘 따르다 유난히 가스 가 차서 계속 일부러 트림 하고 병원 갈다 힘 도 없다
59,배에서 막 꾸르륵 거리는 이상한 소리도 나고엄마말로는 장이 안좋은것 같다던데 왜이러는걸까요?,d11,배 에서 막 꾸르륵 거리 는 이상하다 소리 도 나다 엄마 말 로는 장이 안좋다 것 같다 왜 이르다 끄다
623,하루에 한번 꼴로 설사를 하구요.,d11,하루 에 한번 꼴 로 설사 를 하다
841,변을 보아도 뱃속이 부글거리고 잦은 방귀가 나오고 있습니다.,d11,변 을 보아 도 뱃속 이 부글 거리 고 잦다 방귀 가 나오다 있다
625,배에서 잠시동안 부르르소리가났고 그 후 힘을 주었더니 설사가 물처럼 주르르륵 흘러내리더라고요.,d11,배 에서 잠시 동안 부르르 소리 가 나다 그 후 힘 을 주다 설사 가 물 처럼 주르르 륵 흘러내리다
129,배 전체가 살살 돌면서 아프시다고 하는데 어쩔때는 식은땀이 나시기도 하구요.,d11,배 전체 가 살살 돌다 아프다 하다 어쩔 때 는 식은땀 이 나시 기도 하다
9,명치있것같은데밥먹고나면 꾸루룩 소리에 설사하구요.,d11,명치 있다 같다 밥 먹다 꾸루룩 소리 에 설사 하다
346,제가 한번씩 뭐먹고난뒤에 헛구역질을하구요.,d11,제 가 한번 씩 뭐 먹다 뒤 에 헛구역질 을 하다
341,그리고 저녁부턴 구토도 하구요.,d11,그리고 저녁 부턴 구토 도 하다
105,무릎관절에서도 앉을때마 다 뚝뚝 소리가나요?,d11,무릎관절 에서도 앉다 때마   다 뚝뚝 소리 가나 요
248,술 담배는 안하구요.,d11,술 담배 는 안 하다
69,그래서 약간 빈혈기도 있는듯합니다.,d11,그래서 약간 빈혈 기도 있다 하다
325,입맛이 없어 별로 먹은것도 없는데 소화도 안되고 배가빵빵해지고 온몸이 부웟네오 왜 그런거죠 항생재땸애 그런건가요?,d11,입맛 이 없다 별로 먹다 없다 소화도 안되다 배 가 빵빵 해지 고 온몸 이 부웟 네오 왜 그런 거 죠 항생재땸애 그런 건가 요
352,오른쪽 귀가 멍하고 소리도 잘 안들리는 것 같습니다.,d11,오른쪽 귀가 멍하다 소리 도 자다 안 들리다 것 같다
812,가끔씩은 자다가 온몸이 쑤셔서 잠을 설치기도 하고자면서 쑤시고 답답해서 스트레칭하거나 꺾어줘도 안풀리기도 해요.,d11,가끔 씩 은 자다 온몸 이 쑤시다 잠 을 설치 기도 하다 면서 쑤시다 답답하다 스트레칭 하 거나 꺾다 안 풀리다 기도 해 요
777,추가 고등학생때부터 30대인 현재까지 앉았다 일어날때 간혹 무릎에서 뚜둑거리는 소리가 나곤해서 부모님이 벌써부터 뼈에서 그런소리가 나면 어떡하냐고 한마디씩 하실때가 있었습니다.,d11,추가 고등학생 때 부터 30 대인 현재 까지 앉다 일어나다 때 간혹 무릎 에서 뚜둑 거리 는 소리 가 나다 하다 부모님 이 벌써 부터 뼈 에서 그런 소리 가 나다 어떡하다 한마디 씩 하다 때 가 있다
294,가끔 속이 쓰리고 따갑기도하고요.,d11,가끔 속이다 쓰리다 따갑다 기도 하 고요
787,근데 변이 어쩔때는 정상적인 변을 놓기도 하고 손가락만한 가는변을 놓기도 하고 또 어쩔때는 무른변이라 해야하나 막 퍼지는변을 보 고 있는데요.,d11,근데 변 이 어쩔 때 는 정상 적 인 변 을 놓다 기도 하다   손가락 만 한 가다 변 을 놓다 기도 하다 또 어쩔 때 는 무른변 이라 하다 막   퍼지다 변 을 보 고 있다
191,음주는 3개월전부터 위장소화부진때문에 안하구요.,d11,음주 는 3 개월전 부터 위장 소화 부진 때문 에 안 하다
287,버티기도 힘들구요.,d11,버티다 기도 힘들다
22,자세를 좀 달리하거나 걷거나 스트레칭을 하면 괜찮아지기도 하고 엄청 아픈진 않아요.,d11,자세 를 좀 달리다 걷다 스트레칭 을 하다 괜찮다 기도 하다 엄청 아프다 않다
688,종종 간지럽기도 하고요.,d11,종종 간지럽다 기도 하다
677,왼쪽 엄지 손톱이 뭔가오른쪽 엄지 손톱에 비해착색 어두운 느낌이에요중간중간 왼쪽 엄지가 쑤시기도 하는데흑색종일까요?,d11,왼쪽 엄지 손톱 이 뭔가 오른쪽 엄지 손톱 에 비 하다 착색 어 두운 느낌 이에요 중간 중간 왼쪽 엄지 가 쑤시다 기도 하다 흑색종 이다 요
808,트림도 자주 나오고 가끔 구역질까진 아닌데 꼭 구역질하기 직전의 역한 느김이랄까 그런게 들기도 하구요.,d11,트림 도 자주 나오다 가끔 구역질 까진 아니다 꼭 구역질 하다 직전 의 역 한 느김이랄까 그렇다 들다 기도 하다
577,저녁부터 배에서 꼬르륵하고 소리가 많이나네요.,d11,저녁 부터 배 에서 꼬르륵 하고 소리 가 많다
468,지금 5일인가 일주일동안 똥도못싸고잇고 배에가스가빵빵하게찬거갓고 한시간전에도관장약 2개나넣엇는데 토끼똥처럼 쪼금씩나오기만하네요.,d11,지금 5일 인가 일주일 동안 똥 도 못 싸다 잇다 배 에 가스 가 빵빵 하 게 차다 갓 고 한 시 간전 에도 관장 약 2 개 나 넣다 엇 늘다 토끼 똥 처럼 쪼금 씩 나오다 하다
629,배는계속 꾸르륵거리고 아프진않아요.,d11,배다 계속 꾸르륵 거리 고 아프다 않다
138,"평소에는 밀가루음식이나 조금 부담스럽게 먹을경우에만 그랬는데몇일전부터는 과일 바나나,오렌지 토마토 요거트 등 우유 한잔만 먹었을때도 비교적 가벼운 음식을 먹어도 아랫배가 가스때문인지 빵빵하고 갑갑하고 소화가 늦게돼서 그런지 가스도 뒤늦게 많이 나오고 냄새도 안좋아요.",d11,평소 에는 밀가루 음식 이나 조금 부담 스럽게 먹다 경우 에만 그랬는데 몇 일전 부터는 과일 바나나 오렌지 토마토 요거트 등 우유 한잔 만 먹다 때 도 비교 적 가볍다 음식 을 먹다 아랫 배 가 가스 때문 인지 빵빵 하고 갑갑하다 소화 가 늦다 돼다 그렇다 가스 도 뒤늦다 많이 나오다 냄새 도 안좋다
214,이제 백일 좀 넘은 우리 아기 태어나서 3주 지나서부터 배에 가스가 차고 트림도 엄청 심하게 큰 소리로 하더라구요.,d11,이제 백일 좀 넘다 우리 아기 태어나다 3 주 지나다 배 에 가스 가 차고 트림 도 엄청 심하다 크다 소리 로 하다
321,병원 처방해준 약도 먹어봤자 다 토하구요.,d11,병원 처방 해주다 약도 먹다 보다 다 토 하다
290,그땐대수롭지않게생각했었는데 점점심해지다가 식사후에 항상 체기도있고 숨이막혔습니다.,d11,그땐 대수롭다 않다 생각 하다 점점 심해지다 식사 후 에 항상 체 기도 있다 숨 이 막히다
240,아무것도 안먹었는데 복부가 빵빵하게 부풀어 올라서 어쩔땐 임신한것처럼 부풀기도 하구요.,d11,아무 것 도 안 먹다 복부 가 빵빵 하다 부풀다 올라서다 어쩔 땐 임신 한 것 처럼 부풀 기도 하다
840,평상시에는 배가 더부룩하고 배에서 꾸르륵 꾸르륵 소리도 납니다.,d11,평상시 에는 배 가 더부룩하다 배 에서 꾸르륵 꾸르륵 소리 도 나다
347,소화불량같기도하구요.,d11,소화 불량 같다 하다
710,앉았다 일어날때도 무릎통증과 뼈소리도 납니다.,d11,앉다 일어나다 때 도 무릎 통증 과 뼈 소리 도 나다
367,물 만 먹어도 구토를 하구요.,d11,물 만 먹다 구토 를 하다
607,배가고파서 나는소리가 아니고요.,d11,배 가 고프다 나 는 소리 가 아니다
559,대신 배속에 소리가 주변창피하게 꼬로록 꼬로록댈뿐 왜그럴까요?,d11,대신 배속 에 소리 가 주변 창피하다 꼬로록 꼬로록댈뿐 왜 그렇다 요
388,소변도 자주보고 대변은 하루에 적으면 한번 많으면 세네번씩 보기도 하구요.,d11,소변 도 자주 보고 대변 은 하루 에 적다 한번 많다 세네 번 씩 보기 도 하다
562,일요일부터 설사하는데 뭐를 먹자마자 배가 아픈게 아니라 1시간이나 2시간 뒤쯤부터 아파와요 그리고 설사하구요.,d11,일요일 부터 설사 하다 뭐 를 먹다 배 가 아프다 아니다 1시간 이나 2시간 뒤 쯤 부터 아프다 요 그리고 설사 하다
435,요즈음 아랫배가 답답하기도 하고 뭔가 꾸르륵 하는 느낌을 자주 받았습니다.,d11,요즈음 아랫 배 가 답답하다 하다 뭔가 꾸르륵 하다 느낌 을 자주 받다
329,평소대로 먹어도 금방배부르고 배가터질것처럼 빵빵한 느낌이고요.,d11,평소 대로 먹다 금방 배부르다 배 가 터지다 빵빵 한 느끼다
100,어디 여행가기도 상당히 두렵습니다.,d11,어디 여행가 기도 상당하다 두렵다
250,밥을달란건지 속이불편하단건지 다리를 쭉펴서 힘주기도하고 한쪽다리만 배쪽으로 당겨서 힘주기도 하고 온몸을비틀며 힘들어해요.,d11,밥 을 달다 건지다 속이다 불편하다 건지다 다리 를 쭉 펴다 힘주다 기도 하고 한쪽 다리 만 배쪽 으로 당기다 힘주다 하다 온몸 을 비 틀다 힘들다 해 요
301,특히 계란은 먹으면 100프로 설사하구요.,d11,특히 계란 은 먹다 100 프로 설사 하다
797,그리고 뒷목만져보면 뒷목하고 목하고연결돼는부분에 혹이난것처럼나와잇고만지면정말 죽을거같고 뒤에보면 끊어지는소리나면서 목이아픕니다.,d11,그리고 뒷 목 만지다 보다 뒷 목하 고 목 하다 연결 돼다 부분 에 혹 이 난 것 처럼 나오다 잇다 지면 정말 죽다 같다 뒤 에 보다 끊어지다 소리 나 면서 목 이 아프다
813,음식을 먹지 않았을땐 괜찮은데 음식을 조금이라도 먹으면 배에서 꾸루룩소리가 계속나고 배가 조금씩 아픕니다.,d11,음식 을 먹다 않다 땐 괜찮다 음식 을 조금 이라도 먹다 배 에서 꾸다 루 룩 소리 가 계속 나다 배 가 조금씩 아프다
779,고개조차도 어제부터는 신음 소리를 냅니다.,d11,고개 조차도 어제 부터는 신음 소리 를 내다
551,항문이 통증은없는데 항문이 빠지듯이 돌출되기도 하고 가끔 설사는 물론 대변볼때 피가 함께 나오기도 하며 심지허 방구만 껴도 항문에서 피가 나와요 그래서 매일 하루에 한번 좌욕10분 해주고 있는데 좌욕하면서 가스배출이 됐는데 피가 나왔는지 핏물이 되기도 하구요.,d11,항문 이 통증 은 없다 항문 이 빠지다 돌출 되다 기도 하다 가끔 설사 는 물론 대변 볼때 피 가 함께 나오다 하다 심지 허다 방구 만 끼다 항문 에서 피 가 나오다 그래서 매일 하루 에 한번 좌욕 10분 해주다 있다 좌욕 하다 가스 배출 이 돼다 피 가 나오다 핏물 이 되다 기도 하다
645,두달전과 별 차이가 없어서 걱정되는데 언제오라는 소리도 없고 보통들은 출생한달뒤면 황달이 좋아진다고하던데 정밀검사 안해봐도될까요?,d11,두 달 전과 별 차이 가 없다 걱정 되다 언 제 오라 는 소리 도 없다 보통 들 은 출생 한 달뒤 면 황달 이 좋아지다 정밀검사 안 해보다 되다 요
459,게다가 제가 집아닌화장실을 잘 못가여 어떡하죠1변비 났는법2방귀나 배에 꾸르륵소리 참는법3배에서 소리 안나게하는법진짜배아파서 수업에집중도안되뮤,d11,게다가 제 가 집 아니다 화장실 을 자다 못 가다 어떡하다 1 변비 나다 법 2 방귀 나 배 에 꾸르륵 소리 참다 법 3 배 에서 소리 안 나다 법 진짜 배아 파서 수업 에 집중 도 안되다 뮤
104,흔히들 자라목이라고 하죠 반년 전부터는 원래 안그랬는데 목을 돌릴때마다 뚜두둑 하고 소리가 나구요.,d11,흔하다 들다 자라 목 이라고 하다   반년 전 부터는 원래 안 그렇다 목 을 돌리다 때 마다 뚜 두둑 하다 소리 가 나다
226,그래서 소화기관이 잘못움직여서 배에서 소리도많이나구요.,d11,그래서 소화기관 이 잘 못 움직이다 배 에서 소리 도 많이 나다
824,피맛은 안났는데 피인거같기도하고 빨간토를 할만한 빨간음식은 먹지않았습니다.,d11,피맛 은 안 나다 피 인거 같다 기도 하고 빨 간토 를 하다 한 빨갛다 음식 은 먹다 않다
124,그리고 배에서 자주 꾸르륵 하는 소리가 나요?,d11,그리고 배 에서 자주 꾸르륵 하다 소리 가 나요
772,최근 생리할때 쓰러진적이 있었는데 빈혈때문이었나 싶기도 하구요.,d11,최근 생리 하다 때 쓰러지다 적 이 있다 빈혈 때문 이다 싶다 하다
368,이때 서있기도 힘들어서 바로 주저앉게되고 회복되는데는 최소 두시간에서 하루정도 걸립니다.,d11,이 때 서다 기도 힘들다 바로 주저앉다 되다 회복 되다 최소 두 시간 에서 하루 정도 걸리다
57,밥 먹으면 윗배 빵빵해지면서 막 쿡쿡 찌르듯이 아프고 그러다가 가슴까지 통증이 전해져오는듯한 느낌이에요 장염인가요?,d11,밥 먹다 윗 배 빵빵 하다 막 쿡쿡 찌르다 아프다 그러다가 가슴 까지 통증 이 전해지다 오는 듯 한 느낌 이에요 장염 인가요
789,지금은학교방학이라 더 낳지만 학교다닐때는 진짜참기힘들고 초등학교때는 학교조퇴한적두있구막 앉아있었는데 일어날려는데 아파서 못일어나는거에요진짜 그때 너무놀라서 막 울기도했어요.,d11,지 금은 학교 방학 이라 더 낳다 학교 다니다 때 는 진짜 참다 힘들다 초등학교 때 는 학교 조퇴 한적 두 있다 막 앉다 일어나다 아프다 못 일어나다 진짜 그때 너무 놀라다 막 울 기도 하다
411,유산균도 먹어보고 변비약 비오비타같은도 먹어봣는데 별로 소용이 없나봐요 애는 변이 안나오니까 변기에앉힐때마다 울고 엄마는 무조건 싸고나오라고 소리지르고 무슨 방법이 없을까요?,d11,유산균 도 먹다 보고 변비 약 비오비 타 같다 먹다 봣 늘다 별로 소용 이 없다 보다 애 는 변 이 안 나오다 변기 에 앉히다 때 마다 울 고 엄마 는 무조건 싸다 소리 지르다 무슨 방법 이 없다
26,혈변은 아니었는데 자꾸 휴지 닦으니까 민감해서 피가 나는거 같기도 하구요.,d11,혈변 은 아니다 자꾸 휴지 닦다 민감하다 피 가 나다 같다 하다
733,직업상 오래 서있고 손을 많이 써서 손 발이 붓거나 저리기도 해요.,d11,직업 상 오래 서다 손 을 많이 써다 손 발 이 붓다 저리 기도 해 요
461,지금도 방귀때문에 배가 완전 터질려고 하구요.,d11,지금 도 방귀 때문 에 배 가 완전 터지다 하다
731,일을 하면서 갑자기 쓰리기도하고 어지러워서 가끔 비틀거릴때도 아주 많았습니다.,d11,일 을 하다 갑자기 쓰리다 기도 하고 어지럽다 가끔 비틀거릴때 도 아주 많다
481,이틀에 한번씩은 저녁에 한번씩 나가서 20분 정도 걷기도 하구요.,d11,이틀 에 한번 씩 은 저녁 에 한번 씩 나가다 20분 정도 걷기 도 하다
518,특히 조금이라도 매운것을 먹으면 바로 설사 하구요.,d11,특히 조금 이라도 맵다 먹다 바로 설사 하다
19,배에서 꾸루륵 비슷한 소리가 나고요.,d11,배 에서 꾸루륵 비슷하다 소리 가 나다
763,왼쪽귀에서는 매미소리 오른쪽 귀에서는 삑소리가 납니다.,d11,왼쪽 귀 에서는 매미 소리 오른쪽 귀 에서는 삑 소리 가 나다
159,전까지는 먹자마자 소화가 되고 그랬는데 겨울철이라 춥기도 하고 학교는 아예 안 다니고 학원은 조금만 다녀서 움직임이 많이 없어서 그런지 먹으면 배가 부른듯한 느낌이 오래 지속되고 특히 밤에 저녁을 7시 전에 조금 꼭꼭 씹어서 먹어도 11~12시쯤 누우면 소화가 안되어 그대로 머물러있고 음식물이 올라오는 느낌 때문에 뒤척이다가 늦게 잠듭니다.,d11,전 까지는 먹다 소화 가 되다 그랬는데 겨울철 이라 추다 기도 하다 학교 는 아예 안 다니다 학원 은 조금 만 다니다 움직임 이 많이 없다 그렇다 먹다 배 가 부르다 한 느낌 이 오래 지속 되다 특히 밤 에 저녁 을 7시 전 에 조금 꼭꼭 씹다 먹다 11~12시 쯤 누우 면 소화 가 안되다 그대로 머물다 음식물 이 올라오다 느낌 때문 에 뒤척 이 다가 늦다 잠듭니 다
23,먹은것보다 나오는게 더 많은 것 같다고 느낄 정도로 화장실에 자주 갔었는데학생이라 먹고 앉아있기만하고 야자까지 있다보니 화장실 가는게 참 고통이었는데2학년이 되자 밥을 먹으면 배가 너무 아파서 앉아있을수도 없고 장이 꼬이는게 이런 느낌인가싶을정도로 아프고 이상한 소리도 나서 스트레스를 정말 많이 받았습니다.,d11,먹다 나오다 더 많다 것 같다 느끼다 정도 로 화장실 에 자주 가다 학생 이라 먹다 앉다 기만 하고 야자 까지 있다 보다 화장실 가다 차다 고통 이다 2 학년 이 되다 밥 을 먹다 배 가 너무 아프다 앉다 없다 장이 꼬이다 이렇다 느낌 인가 싶다 정도 로 아프다 이상하다 소리 도 나서다 스트레스 를 정말 많이 받다
717,색은 선홍색이고 피가뚝뚝떨어지기도하고 대변에 한두줄씩 선이 그려져있습니다.,d11,색 은 선 홍색 이고 피 가 뚝뚝 떨어지다 기도 하고 대변 에 한두 줄 씩 선 이 그려지다
377,그리구 더 지나면 구토도 하구요.,d11,그리다 더 지나다 구토 도 하다
736,막 갑자기 눈앞이 핑 돌더니 머리가 깨질듯이 아프고 숨이 안쉬어져요 무슨 소리도 안들리고 몸에 힘이 쫙 풀리죠빈혈이 점점 풀리면 주저앉아서 입을 벌리고 숨을 쉴려고 헥헥거리면서 동공은 풀려서 허공을 보고있어요.,d11,막 갑자기 눈앞 이 핑 돌다 머리 가 깨다 아프다 숨 이 안 쉬다 무슨 소리 도 안 들리다 몸 에 힘 이 쫙 풀리다 빈혈 이 점점 풀리다 주저앉다 입 을 벌리다 숨 을 쉬다 헥헥 거리 면서 동공 은 풀다 허공 을 보다
597,참고로 흡연도 하구요.,d11,참고 로 흡연 도 하다
462,배변은 삼일에 한번꼴로 하구요.,d11,배변 은 삼일 에 한번 꼴 로 하다
757,저희는 걱정됬지만계속 물어보면 아빠가 화내서 그냥 냅뒀는데평소에 병원 가라고 해도 절대 안가시고 그런소리만 나와도 엄청 화를 내세요.,d11,저희 는 걱정 되다 계속 물어보다 아빠 가 화 내다 그냥 내다 두다 평소 에 병원 가라 고 해도 절대 안 갈다 그런 소리 만 나 와도 엄청 화 를 내세 요
432,이젠변비가 넘심해져 배가 터질것처럼 빵빵하구 너무 괴롭고 고통스럽습니다.,d11,이 젠 변비 가 넘다 심해지다 배 가 터지다 빵빵 하다 너무 괴롭다 고통스럽다
122,그리고 천식이 있는대 요즘 잠결에 숨이 안쉬어져서 자주 깨고 숨쉴때마다 쌕쌕 소리가 납니다.,d11,그리고 천식 이 있다 요즘 잠결 에 숨 이 안 쉬다 자주 깨다 숨쉬다 때 마다 쌕쌕 소리 가 나다
7,50년 가까이 살면서 처음 겪는 일이라 걱정이 되기도 합니다.,d11,50년 가까이 살다 처음 겪다 일이 라 걱정 이 되다 기도 하다
38,다만 꾸르륵거리는 소리나 아랫배가 불편한 느낌은 가끔 들어요.,d11,다만 꾸르륵 거리 는 소리 나 아랫 배 가 불편하다 느낌 은 가끔 들다
806,위에서 소리도 나고 뭔가 가끔씩 쓰린 느낌도 나고 영 재발한 것 같은 느낌이라 불안하네요.,d11,위 에서 소리 도 나다 뭔가 가끔 씩 쓰리다 느낌 도 나다 영 재발 한 것 같다 느낌 이라 불안하다
714,운동도 안하구요.,d11,운동 도 안 하다
284,소리가 정말 많이 커요 심하게 이건 어릴때부터 그랬고가스는 냄새가 심하다거나 그렇지도 않습니다.,d11,소리 가 정말 많이 크다 심하다 이건 어리다 때 부터 그렇다 가스 는 냄새 가 심하다 그렇다 않다
183,그래서 밤에 뭔가 먹기도하고 참기도하는데요.,d11,그래서 밤 에 뭔가 먹다 기도 하고 참다 하다
176,제가오늘아침부터 속이안좋아서 학교 보건실에 갓더니 소화불량인거 같다고 하시더군요체한거 같기도 하구요.,d11,제 가 오늘아침 부터 속이다 안좋다 학교 보건 실 에 갓 더니 소화 불량 인거 같다 하다 체 한 거 같다 하다
34,으슬으슬 춥기도 하구요.,d11,으슬으슬 추다 기도 하다
415,배에서 소리도심하구요.,d11,배 에서 소리 도 심하다
494,아랫배도 불편하고 복부가 빵빵한듯 나오고 거의 2주일째 항생제를 먹고있는데이게 원인이 될수 있나요?,d11,아랫 배 도 불편하다 복부 가 빵빵 한 듯 나오다 거의 2 주일 째 항생제 를 먹다 원인 이 되다 있다
76,지금 미국에있어서 병원가기도 쉽지 않은데 제발 좀,d11,지금 미국 에 있다 병원 가 기도 쉬다 않다 제발 좀
668,상태가 좋아지는것같기도하고잘은 모르겠습니다.,d11,상태 가 좋아지다 같다 기도 하고 자다 모르다
277,음식을 먹으면 아픈게 너무심해져요 토하거나 설사같은 증상은 없고 음식을먹으면 배에 가스가차서 배가 빵빵해져요 그리고 잠을 설칠정도로 배가운데부분이아파요.,d11,음식 을 먹다 아프다 너무 심해지다 토 하 거나 설사 같다 증상 은 없다 음식 을 먹다 배 에 가스 가 차서 배 가 빵빵 하다 그리고 잠 을 설치다 정도 로 배 가운데 부분 이 아프다
447,끅끅 소리는 나려고하는대 신물 이 올라오려고도 하고요.,d11,끅끅 소리 는 나다 신물 이 올라오다 하다
16,설사는 안하구요.,d11,설사 는 안 하다
